Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
2656,0902207080,20.0,RM,49.0,5820.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3.0,8.0,1955.0,2005.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,256.0,Unf,0.0,906.0,1162.0,GasA,Ex,Y,SBrkr,1163.0,0.0,0.0,1163.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,,Attchd,1955.0,Unf,1.0,220.0,Fa,TA,Y,142.0,98.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2006.0,WD ,Normal,126175.0
2657,0902207110,30.0,RM,48.0,5747.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3.0,4.0,1920.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,798.0,798.0,GasA,Gd,Y,SBrkr,840.0,0.0,0.0,840.0,0.0,0.0,1.0,0.0,2.0,1.0,Fa,5.0,Typ,0.0,,Detchd,1938.0,Unf,1.0,250.0,TA,Fa,N,112.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2006.0,WD ,Normal,64000.0
2658,0902301120,190.0,RM,69.0,9142.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,6.0,8.0,1910.0,1950.0,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,Fa,Stone,Fa,TA,No,Unf,0.0,Unf,0.0,1020.0,1020.0,GasA,Gd,N,FuseP,908.0,1020.0,0.0,1928.0,0.0,0.0,2.0,0.0,4.0,2.0,Fa,9.0,Typ,0.0,,Detchd,1910.0,Unf,1.0,440.0,Po,Po,Y,0.0,60.0,112.0,0.0,0.0,0.0,,,,0.0,4.0,2006.0,WD ,Normal,137000.0
2659,0902305090,70.0,RM,60.0,9600.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4.0,2.0,1900.0,1950.0,Gable,CompShg,AsbShng,Stucco,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,1095.0,1095.0,GasW,Fa,N,SBrkr,1095.0,679.0,0.0,1774.0,1.0,0.0,2.0,0.0,4.0,2.0,TA,8.0,Min2,0.0,,2Types,1920.0,Unf,3.0,779.0,Fa,Fa,N,0.0,0.0,90.0,0.0,0.0,0.0,,,,0.0,5.0,2006.0,WD ,Normal,87000.0
2660,0902325050,75.0,RM,60.0,10800.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7.0,7.0,1914.0,1970.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,Mn,Rec,390.0,Unf,0.0,490.0,880.0,GasW,Fa,N,SBrkr,880.0,888.0,0.0,1768.0,0.0,0.0,1.0,1.0,2.0,1.0,TA,6.0,Typ,2.0,TA,Detchd,1914.0,Unf,2.0,320.0,TA,TA,N,0.0,341.0,0.0,0.0,0.0,0.0,,,,0.0,10.0,2006.0,WD ,Normal,163000.0
2661,0902325100,75.0,RM,70.0,6300.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7.0,6.0,1910.0,2005.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1226.0,1226.0,GasA,Ex,Y,SBrkr,1226.0,878.0,0.0,2104.0,0.0,0.0,2.0,0.0,5.0,1.0,TA,9.0,Typ,0.0,,Detchd,1910.0,Unf,2.0,432.0,Fa,TA,P,0.0,341.0,88.0,0.0,0.0,0.0,,,,0.0,7.0,2006.0,WD ,Normal,155000.0
2662,0902325160,50.0,RM,63.0,5000.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5.0,4.0,1900.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,540.0,540.0,GasA,Gd,N,FuseA,889.0,551.0,0.0,1440.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,,Attchd,1940.0,Unf,1.0,352.0,Fa,TA,Y,0.0,0.0,77.0,0.0,0.0,0.0,,,,0.0,4.0,2006.0,WD ,Normal,79000.0
2663,0902328100,75.0,RM,65.0,8850.0,Pave,,IR1,Bnk,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7.0,6.0,1916.0,1950.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,815.0,815.0,GasA,Ex,Y,SBrkr,815.0,875.0,0.0,1690.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,7.0,Typ,1.0,Gd,Detchd,1916.0,Unf,1.0,225.0,TA,TA,Y,0.0,0.0,330.0,0.0,0.0,0.0,,,,0.0,7.0,2006.0,ConLw,Normal,144000.0
2664,0902329070,70.0,RM,60.0,3600.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6.0,7.0,1910.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,684.0,684.0,GasA,Ex,N,FuseA,684.0,684.0,0.0,1368.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,7.0,Typ,0.0,,Detchd,1930.0,Unf,1.0,216.0,TA,Fa,N,0.0,158.0,0.0,0.0,0.0,0.0,,,,0.0,10.0,2006.0,WD ,Normal,114504.0
2665,0902329090,70.0,RM,60.0,7200.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7.0,7.0,1920.0,1950.0,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,596.0,596.0,GasA,Ex,Y,SBrkr,998.0,764.0,0.0,1762.0,1.0,0.0,1.0,1.0,4.0,1.0,Gd,8.0,Typ,0.0,,Detchd,1989.0,Unf,2.0,576.0,TA,TA,N,36.0,0.0,221.0,0.0,0.0,0.0,,,,0.0,10.0,2006.0,WD ,Normal,157000.0
2666,0902400090,30.0,RM,84.0,11340.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,6.0,5.0,1923.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1200.0,1200.0,GasA,TA,Y,FuseA,1200.0,0.0,0.0,1200.0,0.0,0.0,1.0,0.0,4.0,1.0,TA,7.0,Typ,0.0,,Detchd,1923.0,Unf,1.0,312.0,Fa,Fa,Y,0.0,0.0,228.0,0.0,0.0,0.0,,,,0.0,3.0,2006.0,WD ,Family,125000.0
2667,0902400110,75.0,RM,90.0,22950.0,Pave,,IR2,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2.5Fin,10.0,9.0,1892.0,1993.0,Gable,WdShngl,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,BrkTil,TA,TA,Mn,Unf,0.0,Unf,0.0,1107.0,1107.0,GasA,Ex,Y,SBrkr,1518.0,1518.0,572.0,3608.0,0.0,0.0,2.0,1.0,4.0,1.0,Ex,12.0,Typ,2.0,TA,Detchd,1993.0,Unf,3.0,840.0,Ex,TA,Y,0.0,260.0,0.0,0.0,410.0,0.0,,GdPrv,,0.0,6.0,2006.0,WD ,Normal,475000.0
2668,0902401090,90.0,RM,33.0,5976.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,2Story,5.0,7.0,1920.0,1950.0,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,624.0,624.0,GasA,Gd,N,FuseA,624.0,624.0,0.0,1248.0,0.0,0.0,2.0,0.0,2.0,2.0,TA,8.0,Typ,0.0,,,,,0.0,0.0,,,N,0.0,130.0,256.0,0.0,0.0,0.0,,,,0.0,12.0,2006.0,WD ,Normal,93500.0
2669,0902406030,20.0,RM,65.0,9750.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5.0,5.0,1958.0,1958.0,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,960.0,960.0,GasA,Ex,Y,SBrkr,960.0,0.0,0.0,960.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,,Detchd,2002.0,Unf,2.0,624.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,Gar2,4500.0,7.0,2006.0,WD ,Normal,125000.0
2670,0902456015,50.0,C (all),63.0,4761.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,3.0,3.0,1918.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,Fa,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,1020.0,1020.0,GasA,Fa,N,FuseP,1020.0,0.0,0.0,1020.0,0.0,0.0,1.0,0.0,2.0,1.0,Fa,5.0,Typ,0.0,,,,,0.0,0.0,,,N,0.0,0.0,105.0,0.0,0.0,0.0,,,,0.0,10.0,2006.0,ConLD,Normal,64500.0
2671,0903200050,30.0,RL,,7446.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,4.0,5.0,1941.0,1950.0,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,266.0,Unf,0.0,522.0,788.0,GasA,TA,Y,FuseA,788.0,0.0,0.0,788.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,2.0,TA,,,,0.0,0.0,,,Y,0.0,0.0,0.0,0.0,0.0,0.0,,GdWo,,0.0,4.0,2006.0,WD ,Abnorml,100000.0
2672,0903202120,50.0,RL,65.0,6435.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1.5Fin,6.0,5.0,1939.0,1950.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,972.0,972.0,GasA,Gd,Y,SBrkr,972.0,605.0,0.0,1577.0,0.0,0.0,1.0,0.0,3.0,1.0,Fa,6.0,Typ,1.0,Gd,Detchd,1939.0,Unf,1.0,312.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,10.0,2006.0,WD ,Normal,140200.0
2673,0903206160,70.0,RL,69.0,11737.0,Pave,,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,6.0,7.0,1924.0,1996.0,Gambrel,CompShg,BrkComm,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,848.0,848.0,GasW,TA,N,SBrkr,1017.0,810.0,0.0,1827.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,9.0,Typ,1.0,Gd,Detchd,1943.0,Unf,1.0,240.0,Fa,TA,Y,27.0,36.0,42.0,0.0,0.0,0.0,,GdPrv,,0.0,5.0,2006.0,WD ,Normal,202500.0
2674,0903225090,50.0,RM,50.0,5000.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,6.0,7.0,1947.0,1950.0,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,399.0,Unf,0.0,605.0,1004.0,GasA,Ex,Y,SBrkr,1004.0,660.0,0.0,1664.0,0.0,0.0,2.0,0.0,3.0,1.0,TA,7.0,Typ,2.0,Gd,Detchd,1950.0,Unf,2.0,420.0,TA,TA,Y,0.0,24.0,36.0,0.0,0.0,0.0,,,,0.0,10.0,2006.0,WD ,Normal,159000.0
2675,0903229040,190.0,RM,65.0,7800.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,2fmCon,1.5Fin,5.0,7.0,1939.0,1950.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,Mn,Rec,507.0,Unf,0.0,286.0,793.0,GasA,TA,Y,SBrkr,793.0,325.0,0.0,1118.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,1.0,Gd,Detchd,1939.0,Unf,2.0,410.0,TA,TA,Y,0.0,0.0,0.0,0.0,271.0,0.0,,MnPrv,,0.0,5.0,2006.0,WD ,Normal,119900.0
2676,0903231070,50.0,RM,52.0,6240.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6.0,6.0,1934.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,816.0,816.0,GasA,TA,Y,SBrkr,816.0,0.0,360.0,1176.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Detchd,1985.0,Unf,2.0,528.0,TA,TA,Y,112.0,0.0,0.0,0.0,0.0,0.0,,MnPrv,Shed,400.0,9.0,2006.0,WD ,Normal,114500.0
2677,0903231190,50.0,RM,,6240.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5.0,4.0,1936.0,1950.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Gd,TA,No,Unf,0.0,Unf,0.0,896.0,896.0,GasA,Gd,Y,FuseA,896.0,448.0,0.0,1344.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,7.0,Typ,0.0,,Detchd,1936.0,Unf,1.0,240.0,Fa,TA,Y,200.0,114.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,2006.0,WD ,Normal,115000.0
2678,0903231220,50.0,RM,51.0,6120.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,3.0,5.0,1930.0,1950.0,Gable,CompShg,AsbShng,AsbShng,None,0.0,Gd,TA,CBlock,TA,TA,No,Rec,347.0,Unf,0.0,381.0,728.0,GasA,Ex,Y,SBrkr,728.0,434.0,0.0,1162.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,,Detchd,1930.0,Unf,1.0,258.0,Fa,Po,Y,0.0,24.0,0.0,0.0,0.0,0.0,,,,0.0,11.0,2006.0,ConLI,Abnorml,75000.0
2679,0903231240,30.0,RM,51.0,6120.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5.0,7.0,1925.0,1950.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,489.0,Unf,0.0,279.0,768.0,GasA,TA,N,SBrkr,1015.0,0.0,0.0,1015.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Min1,0.0,,Detchd,1925.0,Unf,1.0,450.0,TA,TA,Y,0.0,0.0,112.0,0.0,120.0,0.0,,MnPrv,Shed,620.0,7.0,2006.0,WD ,Abnorml,88000.0
2680,0903232170,50.0,RM,52.0,6240.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4.0,5.0,1947.0,1950.0,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,Slab,,,,,0.0,,0.0,0.0,0.0,GasA,Gd,N,SBrkr,672.0,240.0,0.0,912.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,3.0,Typ,0.0,,,,,0.0,0.0,,,N,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2006.0,WD ,Normal,80500.0
2681,0903233100,50.0,RM,52.0,6240.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5.0,6.0,1928.0,1950.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1042.0,1042.0,GasA,Ex,Y,SBrkr,1042.0,534.0,0.0,1576.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,8.0,Typ,1.0,Gd,Detchd,1928.0,Unf,1.0,225.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,8.0,2006.0,WD ,Family,149000.0
2682,0903233220,50.0,RM,51.0,6120.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5.0,7.0,1930.0,1984.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,741.0,741.0,GasA,Gd,Y,SBrkr,741.0,583.0,0.0,1324.0,0.0,0.0,1.0,0.0,3.0,1.0,Gd,7.0,Typ,0.0,,Detchd,1930.0,Unf,1.0,180.0,Fa,TA,Y,0.0,0.0,55.0,0.0,0.0,0.0,,,,0.0,2.0,2006.0,WD ,Normal,110000.0
2683,0903234030,30.0,RM,50.0,6000.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6.0,6.0,1925.0,1980.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,397.0,Unf,0.0,706.0,1103.0,GasA,Gd,Y,SBrkr,1103.0,0.0,0.0,1103.0,0.0,0.0,1.0,0.0,2.0,1.0,Gd,5.0,Typ,1.0,Gd,Detchd,1976.0,Unf,2.0,440.0,TA,TA,Y,166.0,120.0,0.0,0.0,0.0,0.0,,MnPrv,,0.0,7.0,2006.0,WD ,Normal,110500.0
2684,0903235020,30.0,RM,50.0,6000.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5.0,7.0,1921.0,1950.0,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,616.0,Unf,0.0,0.0,616.0,GasA,Gd,Y,SBrkr,616.0,0.0,0.0,616.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,,Detchd,1921.0,Unf,1.0,205.0,TA,TA,Y,0.0,0.0,129.0,0.0,0.0,0.0,,,,0.0,6.0,2006.0,WD ,Normal,89000.0
2685,0903236200,45.0,RM,58.0,6380.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,5.0,6.0,1922.0,1950.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,993.0,993.0,GasA,TA,Y,FuseA,1048.0,0.0,0.0,1048.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,1.0,Gd,Detchd,1922.0,Unf,1.0,280.0,TA,TA,Y,0.0,0.0,116.0,0.0,0.0,0.0,,,,0.0,8.0,2006.0,WD ,Normal,113000.0
2686,0903400030,30.0,RL,50.0,11672.0,Pave,Pave,IR2,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5.0,5.0,1925.0,1950.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,816.0,816.0,GasA,TA,Y,FuseA,816.0,0.0,0.0,816.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,,Detchd,1925.0,Unf,1.0,210.0,Fa,Fa,N,168.0,0.0,112.0,0.0,0.0,0.0,,,,0.0,7.0,2006.0,WD ,Normal,109000.0
2687,0903425190,50.0,RM,90.0,33120.0,Pave,,IR3,Lvl,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,1.5Fin,6.0,5.0,1962.0,1962.0,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1595.0,1595.0,GasA,TA,Y,SBrkr,1611.0,875.0,0.0,2486.0,0.0,0.0,2.0,0.0,5.0,1.0,TA,8.0,Typ,1.0,Gd,Detchd,1962.0,Unf,2.0,576.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,10.0,2006.0,WD ,Normal,220000.0
2688,0903425340,190.0,RL,60.0,9873.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,2fmCon,1Story,4.0,5.0,1970.0,1970.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,160.0,TA,TA,CBlock,TA,TA,Av,ALQ,789.0,Unf,0.0,171.0,960.0,GasW,TA,N,SBrkr,960.0,0.0,0.0,960.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,,Detchd,1970.0,Unf,2.0,576.0,TA,TA,Y,0.0,288.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2006.0,WD ,Normal,129000.0
2689,0903430090,50.0,RM,59.0,5310.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,6.0,8.0,1910.0,2003.0,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,Fa,No,Unf,0.0,Unf,0.0,485.0,485.0,GasA,Gd,Y,SBrkr,1001.0,634.0,0.0,1635.0,0.0,0.0,1.0,0.0,2.0,1.0,Gd,5.0,Typ,0.0,,Attchd,1950.0,Unf,1.0,255.0,Fa,TA,Y,394.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2006.0,WD ,Normal,117000.0
2690,0903430130,30.0,RM,153.0,4118.0,Pave,Grvl,IR1,Bnk,AllPub,Corner,Mod,OldTown,Feedr,Norm,1Fam,1Story,4.0,4.0,1941.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,693.0,693.0,Grav,Fa,N,FuseA,693.0,0.0,0.0,693.0,0.0,0.0,1.0,0.0,2.0,1.0,Fa,4.0,Typ,0.0,,,,,0.0,0.0,,,N,0.0,20.0,0.0,0.0,0.0,0.0,,,,0.0,3.0,2006.0,WD ,Normal,52500.0
2691,0903451050,50.0,RM,60.0,10320.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4.0,5.0,1924.0,1950.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,596.0,596.0,GasA,Po,Y,FuseF,834.0,596.0,0.0,1430.0,0.0,0.0,2.0,0.0,3.0,1.0,Fa,7.0,Typ,0.0,,Detchd,1924.0,Unf,2.0,370.0,Fa,Fa,Y,218.0,0.0,0.0,0.0,210.0,0.0,,,,0.0,10.0,2006.0,WD ,Abnorml,107000.0
2692,0903452090,70.0,RM,60.0,7518.0,Pave,,Reg,Lvl,AllPub,FR3,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5.0,8.0,1910.0,2004.0,Gable,CompShg,AsbShng,Plywood,None,0.0,Fa,Gd,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0.0,396.0,396.0,GasA,Gd,Y,SBrkr,665.0,665.0,0.0,1330.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,7.0,Typ,0.0,,Detchd,2001.0,Unf,1.0,390.0,TA,TA,N,0.0,72.0,45.0,0.0,0.0,0.0,,MnPrv,,0.0,7.0,2006.0,WD ,Normal,116500.0
2693,0903454020,30.0,RM,50.0,9000.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5.0,4.0,1919.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,610.0,610.0,GasA,Ex,N,FuseA,819.0,0.0,0.0,819.0,0.0,0.0,1.0,0.0,2.0,1.0,Gd,4.0,Typ,0.0,,,,,0.0,0.0,,,N,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,9.0,2006.0,WD ,Abnorml,72000.0
2694,0903454080,50.0,RM,50.0,8600.0,Pave,,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6.0,6.0,1937.0,1950.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,780.0,780.0,GasA,TA,Y,SBrkr,780.0,596.0,0.0,1376.0,0.0,0.0,2.0,0.0,3.0,1.0,TA,7.0,Typ,1.0,Gd,Detchd,1937.0,Unf,1.0,198.0,TA,TA,N,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2006.0,WD ,Normal,119500.0
2695,0903455090,50.0,RM,60.0,7200.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5.0,6.0,1938.0,1995.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,803.0,803.0,GasA,Ex,Y,SBrkr,803.0,557.0,0.0,1360.0,0.0,0.0,1.0,1.0,2.0,1.0,Gd,6.0,Typ,0.0,,Detchd,1951.0,Unf,1.0,297.0,TA,TA,Y,0.0,65.0,190.0,0.0,0.0,0.0,,MnPrv,,0.0,7.0,2006.0,WD ,Normal,125500.0
2696,0903456060,30.0,RM,60.0,9786.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,3.0,4.0,1922.0,1950.0,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,1007.0,1007.0,GasA,Fa,N,SBrkr,1077.0,0.0,0.0,1077.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Detchd,1922.0,Unf,1.0,210.0,TA,Fa,P,0.0,100.0,48.0,0.0,0.0,0.0,,,,0.0,5.0,2006.0,WD ,Normal,91000.0
